,sale_date,neighborhood
3452,2018-07-11,Outer Sunset
3453,2013-08-29,Outer Sunset
3454,2017-02-28,Outer Sunset
3455,2014-05-28,Outer Richmond
3456,2016-10-28,Outer Sunset
3457,2013-10-03,Outer Sunset
3458,2012-03-30,Outer Sunset
3459,2016-07-25,Outer Sunset
3460,2011-11-14,Outer Richmond
3461,2013-09-10,Outer Sunset
3462,2016-06-14,Outer Sunset
3463,2014-02-14,Outer Sunset
3464,2010-01-14,Seacliff
3465,2011-12-30,Outer Sunset
3466,2016-12-12,Outer Sunset
3467,2014-10-03,Outer Sunset
3468,2015-07-14,Outer Sunset
3469,2017-12-20,Outer Sunset
3470,2010-12-28,Outer Sunset
3471,2017-07-11,Seacliff
3472,2015-11-27,Outer Sunset
3473,2013-07-25,Outer Sunset
3474,2017-09-05,Outer Sunset
3475,2014-10-31,Seacliff
3476,2013-04-11,Seacliff
3477,2010-09-16,Outer Sunset
3478,2013-12-24,Outer Sunset
3479,2015-02-20,Outer Sunset
3480,2013-12-17,Outer Sunset
3481,2015-03-25,Outer Sunset
3482,2016-05-20,Outer Sunset
3483,2015-07-28,Outer Sunset
3484,2013-05-29,Outer Richmond
3485,2011-06-02,Outer Sunset
3486,2013-10-16,Parkside
3487,2012-05-01,Parkside
3488,2010-03-19,Parkside
3489,2016-05-25,Outer Richmond
3490,2015-11-30,Parkside
3491,2010-06-17,Parkside
3492,2015-07-10,Parkside
3493,2014-12-23,Parkside
3494,2015-06-18,Parkside
3495,2017-12-22,Parkside
3496,2011-01-31,Outer Sunset
3497,2009-11-17,Parkside
3498,2017-07-14,Parkside
3499,2017-10-05,Outer Sunset
3500,2013-09-20,Outer Sunset
3501,2012-04-30,Parkside
3502,2012-10-12,Outer Sunset
3503,2013-05-23,Parkside
3504,2016-04-19,Parkside
3505,2018-07-20,Outer Sunset
3506,2016-11-08,Outer Sunset
3507,2015-12-23,Parkside
3508,2015-07-09,Parkside
3509,2012-03-09,Seacliff
3510,2018-07-17,Parkside
3511,2016-12-09,Parkside
3512,2009-12-18,Outer Richmond
3513,2011-06-07,Parkside
3514,2018-10-04,Outer Richmond
3515,2011-06-28,Outer Richmond
3516,2014-05-23,Parkside
3517,2009-03-24,Parkside
3518,2015-11-05,Parkside
3519,2016-07-21,Outer Sunset
3520,2012-10-04,Outer Sunset
3521,2011-12-02,Outer Richmond
3522,2009-12-18,Outer Sunset
3523,2011-07-12,Outer Sunset
3524,2013-09-24,Outer Richmond
3525,2014-11-06,Outer Richmond
3526,2017-01-18,Merced Manor
3527,2017-07-24,Merced Manor
3528,2014-09-12,Merced Manor
3529,2017-07-19,Outer Sunset
3530,2016-11-22,Outer Sunset
3531,2011-02-15,Parkside
3532,2016-03-29,Outer Sunset
3533,2011-08-30,Outer Sunset
3534,2012-07-27,Seacliff
3535,2009-12-11,Merced Manor
3536,2016-12-22,Merced Manor
3537,2014-07-03,Parkside
3538,2011-03-24,Seacliff
3539,2013-07-29,Merced Manor
3540,2014-05-05,Merced Manor
3541,2012-10-24,Parkside
3542,2010-01-11,Merced Manor
3543,2010-04-29,Parkside
3544,2011-04-04,Parkside
3545,2017-04-28,Parkside
3546,2012-11-28,Outer Richmond
3547,2013-07-12,Merced Manor
3548,2016-06-16,Parkside
3549,2009-11-06,Outer Sunset
3550,2013-11-27,Outer Sunset
3551,2013-05-24,Merced Manor
3552,2010-04-20,Merced Manor
3553,2011-01-11,Outer Sunset
3554,2009-12-18,Outer Sunset
3555,2018-05-04,Parkside
3556,2012-10-11,Outer Sunset
3557,2015-10-22,Outer Sunset
3558,2010-12-21,Outer Sunset
3559,2014-04-04,Seacliff
3560,2018-04-23,Outer Richmond
3561,2016-10-17,Seacliff
3562,2011-05-27,Seacliff
3563,2011-10-31,Parkside
3564,2012-10-16,Parkside
3565,2013-07-17,Outer Richmond
3566,2014-06-06,Outer Richmond
3567,2012-10-19,Parkside
3568,2014-03-28,Parkside
3569,2014-04-21,Outer Sunset
3570,2010-01-22,Outer Sunset
3571,2018-11-27,Seacliff
3572,2013-05-23,Seacliff
3573,2016-09-28,Outer Sunset
3574,2017-07-17,Outer Sunset
3575,2012-03-15,Parkside
3576,2018-12-07,Outer Sunset
3577,2018-05-01,Seacliff
3578,2011-11-22,Parkside
3579,2013-08-15,Parkside
3580,2014-10-23,Parkside
3581,2012-09-14,Outer Sunset
3582,2010-10-05,Seacliff
3583,2015-05-07,Seacliff
3584,2014-07-29,Outer Sunset
3585,2010-12-08,Seacliff
3586,2012-01-25,Seacliff
3587,2010-10-08,Outer Sunset
3588,2017-01-03,Seacliff
3589,2010-06-30,Parkside
3590,2012-07-11,Seacliff
3591,2018-08-02,Parkside
3592,2014-08-08,Seacliff
3593,2009-08-14,Seacliff
3594,2017-03-24,Seacliff
3595,2015-08-19,Seacliff
3596,2014-08-15,Parkside
3597,2012-03-02,Parkside
3598,2012-10-16,Outer Sunset
3599,2015-10-20,Outer Sunset
3600,2015-12-22,Parkside
3601,2016-09-15,Parkside
3602,2009-04-27,Parkside
3603,2012-11-09,Parkside
3604,2011-01-06,Outer Sunset
3605,2011-06-23,Outer Sunset
3606,2016-10-31,Outer Sunset
3607,2012-03-28,Parkside
3608,2018-03-28,Outer Sunset
3609,2013-07-03,Outer Sunset
3610,2014-03-21,Parkside
3611,2015-07-14,Parkside
3612,2014-11-25,Lake Street
3613,2009-06-05,Parkside
3614,2016-03-24,Parkside
3615,2010-11-18,Seacliff
3616,2016-04-22,Outer Sunset
3617,2014-10-21,Lake Street
3618,2010-09-17,Outer Sunset
3619,2015-05-26,Outer Sunset
3620,2012-09-07,Outer Sunset
3621,2013-05-23,Outer Sunset
3622,2017-10-23,Seacliff
3623,2015-07-03,Outer Richmond
3624,2015-07-15,Outer Sunset
3625,2014-06-13,Parkside
3626,2009-08-18,Outer Sunset
3627,2010-07-14,Outer Sunset
3628,2013-04-25,Outer Sunset
3629,2015-04-21,Outer Sunset
3630,2018-05-25,Seacliff
3631,2016-01-20,Outer Sunset
3632,2010-05-28,Outer Sunset
3633,2017-10-24,Seacliff
3634,2017-06-20,Outer Sunset
3635,2012-07-31,Parkside
3636,2010-02-12,Parkside
3637,2014-02-10,Merced Manor
3638,2016-07-29,Parkside
3639,2018-05-08,Outer Sunset
3640,2015-01-09,Parkside
3641,2009-06-05,Outer Sunset
3642,2012-07-09,Outer Richmond
3643,2012-11-20,Outer Richmond
3644,2010-10-18,Outer Richmond
3645,2017-06-08,Outer Sunset
3646,2018-07-16,Outer Sunset
3647,2013-10-08,Outer Sunset
3648,2014-11-12,Outer Sunset
3649,2018-05-04,Outer Richmond
3650,2013-05-13,Seacliff
3651,2012-12-13,Outer Richmond
3652,2011-08-10,Merced Manor
3653,2012-10-19,Outer Richmond
3654,2017-04-21,Merced Manor
3655,2017-11-07,Merced Manor
3656,2013-03-15,Parkside
3657,2012-12-27,Parkside
3658,2014-07-24,Merced Manor
3659,2015-10-23,Merced Manor
3660,2010-02-12,Merced Manor
3661,2017-09-08,Merced Manor
3662,2017-12-29,Parkside
3663,2009-07-02,Merced Manor
3664,2016-06-29,Parkside
3665,2016-06-09,Outer Richmond
3666,2013-05-15,Lake Street
3667,2012-03-08,Merced Manor
3668,2018-05-03,Outer Sunset
3669,2010-08-05,Parkside
3670,2013-07-16,Parkside
3671,2013-07-30,Outer Sunset
3672,2014-01-10,Outer Richmond
3673,2010-03-18,Outer Sunset
3674,2016-02-01,Outer Richmond
3675,2009-02-12,Merced Manor
3676,2015-08-18,Outer Sunset
3677,2015-03-27,Outer Richmond
3678,2017-07-25,Outer Richmond
3679,2010-07-30,Parkside
3680,2015-12-01,Parkside
3681,2015-07-28,Parkside
3682,2013-12-20,Parkside
3683,2015-02-27,Seacliff
3684,2014-11-13,Merced Manor
3685,2018-01-04,Parkside
3686,2009-10-09,Merced Manor
3687,2015-08-05,Merced Manor
3688,2018-06-01,Parkside
3689,2015-02-17,Parkside
3690,2018-10-11,Merced Manor
3691,2011-11-18,Parkside
3692,2016-08-23,Outer Sunset
3693,2013-11-08,Merced Manor
3694,2018-04-13,Outer Sunset
3695,2009-04-01,Parkside
3696,2012-03-06,Parkside
3697,2013-11-15,Outer Sunset
3698,2016-09-23,Outer Richmond
3699,2018-04-27,Parkside
3700,2018-06-14,Outer Sunset
3701,2015-03-30,Outer Richmond
3702,2012-12-05,Outer Richmond
3703,2015-06-10,Outer Sunset
3704,2013-04-12,Outer Sunset
3705,2016-10-26,Outer Sunset
3706,2009-05-07,Parkside
3707,2017-04-18,Outer Sunset
3708,2015-03-20,Outer Sunset
3709,2010-09-08,Parkside
3710,2016-06-28,Outer Sunset
3711,2018-09-28,Outer Sunset
3712,2011-06-21,Outer Sunset
3713,2017-09-20,Outer Sunset
3714,2016-06-16,Outer Richmond
3715,2017-06-13,Outer Richmond
3716,2014-11-06,Parkside
3717,2015-07-31,Outer Richmond
3718,2018-05-21,Outer Richmond
3719,2012-12-07,Parkside
3720,2016-06-24,Outer Sunset
3721,2010-09-30,Parkside
3722,2013-06-25,Parkside
3723,2015-08-24,Outer Sunset
3724,2014-01-30,Seacliff
3725,2013-08-13,Outer Sunset
3726,2014-03-21,Outer Sunset
3727,2015-07-02,Outer Sunset
3728,2016-08-29,Outer Sunset
3729,2010-11-09,Outer Sunset
3730,2011-12-06,Parkside
3731,2015-07-13,Lake Street
3732,2018-07-03,Lake Street
3733,2011-04-28,Parkside
3734,2014-12-05,Parkside
3735,2015-06-23,Parkside
3736,2015-12-15,Parkside
3737,2018-03-12,Parkside
3738,2009-08-20,Parkside
3739,2010-10-07,Outer Sunset
3740,2013-06-07,Lake Street
3741,2018-11-16,Lake Street
3742,2011-09-09,Lake Street
3743,2013-07-12,Parkside
3744,2015-04-22,Outer Sunset
3745,2014-09-08,Parkside
3746,2017-09-28,Parkside
3747,2013-05-21,Outer Sunset
3748,2018-05-18,Outer Sunset
3749,2016-03-24,Lake Street
3750,2013-11-22,Outer Sunset
3751,2018-11-06,Outer Sunset
3752,2010-04-27,Parkside
3753,2013-08-07,Outer Sunset
3754,2016-01-13,Outer Sunset
3755,2013-06-28,Lake Street
3756,2015-04-29,Lake Street
3757,2012-10-12,Outer Sunset
3758,2013-05-17,Outer Sunset
3759,2016-01-13,Outer Sunset
3760,2012-05-11,Outer Sunset
3761,2015-10-23,Outer Sunset
3762,2011-02-08,Outer Sunset
3763,2017-10-26,Outer Sunset
3764,2015-06-23,Outer Sunset
3765,2016-11-10,Outer Sunset
3766,2017-06-16,Outer Sunset
3767,2012-03-14,Outer Sunset
3768,2014-07-16,Outer Sunset
3769,2016-12-23,Outer Sunset
3770,2015-07-10,Parkside
3771,2013-06-28,Outer Richmond
3772,2017-06-30,Outer Richmond
3773,2014-12-23,Parkside
3774,2012-05-02,Merced Manor
3775,2017-07-27,Merced Manor
3776,2014-09-08,Outer Richmond
3777,2016-12-15,Parkside
3778,2010-08-27,Merced Manor
3779,2018-11-28,Outer Richmond
3780,2013-02-22,Merced Manor
3781,2017-08-16,Merced Manor
3782,2010-06-08,Merced Manor
3783,2013-01-18,Merced Manor
3784,2013-08-20,Merced Manor
3785,2017-05-12,Merced Manor
3786,2014-03-21,Merced Manor
3787,2011-03-10,Parkside
3788,2014-05-01,Merced Manor
3789,2013-10-29,Merced Manor
3790,2012-04-11,Outer Sunset
3791,2018-08-31,Merced Manor
3792,2018-10-04,Outer Richmond
3793,2015-05-27,Parkside
3794,2014-05-20,Outer Richmond
3795,2014-08-21,Outer Richmond
3796,2014-11-21,Outer Sunset
3797,2016-06-13,Outer Richmond
3798,2017-06-22,Outer Richmond
3799,2017-09-21,Merced Manor
3800,2011-06-22,Merced Manor
3801,2014-06-12,Outer Richmond
3802,2011-04-29,Merced Manor
3803,2012-05-25,Merced Manor
3804,2016-02-26,Merced Manor
3805,2010-02-03,Merced Manor
3806,2016-08-24,Outer Richmond
3807,2016-09-01,Parkside
3808,2017-07-14,Parkside
3809,2012-03-29,Parkside
3810,2009-12-24,Parkside
3811,2010-09-30,Parkside
3812,2009-07-07,Parkside
3813,2018-11-20,Parkside
3814,2013-08-09,Outer Sunset
3815,2017-09-22,Parkside
3816,2014-05-23,Parkside
3817,2017-08-21,Parkside
3818,2016-05-31,Parkside
3819,2012-09-17,Outer Richmond
3820,2011-08-31,Parkside
3821,2011-07-15,Outer Richmond
3822,2012-08-17,Outer Richmond
3823,2014-09-23,Parkside
3824,2009-04-03,Outer Sunset
3825,2009-11-20,Parkside
3826,2012-11-27,Outer Richmond
3827,2013-08-09,Outer Richmond
3828,2010-03-17,Lake Street
3829,2012-10-17,Outer Sunset
3830,2015-02-20,Outer Richmond
3831,2010-05-05,Parkside
3832,2018-11-21,Outer Sunset
3833,2010-07-22,Parkside
3834,2009-12-09,Outer Sunset
3835,2010-06-02,Outer Sunset
3836,2010-11-12,Outer Richmond
3837,2010-10-18,Outer Sunset
3838,2009-09-15,Outer Richmond
3839,2011-06-01,Outer Sunset
3840,2016-11-02,Outer Sunset
3841,2013-09-06,Outer Richmond
3842,2017-08-16,Parkside
3843,2013-09-04,Outer Richmond
3844,2009-12-30,Parkside
3845,2015-07-22,Outer Richmond
3846,2018-06-15,Outer Richmond
3847,2011-06-07,Outer Richmond
3848,2013-03-15,Parkside
3849,2016-12-28,Outer Sunset
3850,2013-12-06,Parkside
3851,2017-09-01,Parkside
3852,2017-04-24,Outer Sunset
3853,2013-04-09,Outer Sunset
3854,2009-04-03,Parkside
3855,2016-08-03,Parkside
3856,2015-09-03,Outer Richmond
3857,2010-06-18,Outer Sunset
3858,2013-11-27,Outer Richmond
3859,2010-03-26,Lake Street
3860,2010-05-06,Parkside
3861,2013-05-01,Parkside
3862,2010-02-09,Outer Sunset
3863,2014-12-01,Outer Sunset
3864,2015-06-02,Parkside
3865,2010-05-18,Outer Richmond
3866,2014-11-03,Lake Street
3867,2014-10-01,Parkside
3868,2018-12-06,Parkside
3869,2010-05-03,Parkside
3870,2010-06-09,Lake Street
3871,2015-01-09,Parkside
3872,2017-10-26,Parkside
3873,2011-03-22,Parkside
3874,2011-12-19,Parkside
3875,2012-01-25,Outer Sunset
3876,2010-10-21,Outer Sunset
3877,2011-02-18,Outer Sunset
3878,2015-04-16,Outer Sunset
3879,2018-10-17,Outer Sunset
3880,2013-08-29,Outer Richmond
3881,2013-03-26,Outer Sunset
3882,2010-04-19,Outer Sunset
3883,2017-04-10,Parkside
3884,2018-12-18,Parkside
3885,2010-06-07,Lake Street
3886,2012-09-11,Parkside
3887,2010-09-17,Parkside
3888,2010-07-19,Outer Sunset
3889,2014-01-28,Parkside
3890,2016-04-05,Parkside
3891,2011-01-04,Parkside
3892,2011-07-08,Parkside
3893,2017-09-15,Outer Sunset
3894,2009-12-08,Lake Street
3895,2014-10-27,Lake Street
3896,2015-06-19,Outer Sunset
3897,2013-07-22,Outer Richmond
3898,2014-02-10,Outer Richmond
3899,2016-05-12,Lake Street
3900,2012-06-06,Outer Sunset
3901,2011-10-21,Lake Street
3902,2014-05-27,Parkside
3903,2011-01-03,Merced Manor
3904,2010-08-31,Outer Sunset
3905,2018-11-16,Merced Manor
3906,2017-11-30,Outer Sunset
3907,2010-05-20,Outer Richmond
3908,2012-06-01,Merced Manor
3909,2013-07-24,Outer Sunset
3910,2014-05-29,Merced Manor
3911,2017-11-28,Merced Manor
3912,2011-06-13,Merced Manor
3913,2009-08-19,Outer Sunset
3914,2011-10-19,Merced Manor
3915,2014-04-08,Merced Manor
3916,2018-11-09,Merced Manor
3917,2009-06-03,Merced Manor
3918,2010-03-03,Merced Manor
3919,2014-10-24,Merced Manor
3920,2009-08-06,Merced Manor
3921,2012-12-18,Parkside
3922,2011-03-31,Outer Sunset
3923,2014-05-01,Outer Richmond
3924,2011-06-03,Outer Richmond
3925,2018-08-10,Outer Sunset
3926,2010-07-07,Outer Sunset
3927,2016-03-10,Outer Sunset
3928,2012-11-20,Parkside
3929,2013-12-12,Parkside
3930,2009-06-09,Outer Sunset
3931,2017-08-04,Lake Street
3932,2018-03-30,Outer Richmond
3933,2010-06-15,Parkside
3934,2017-02-22,Parkside
3935,2013-11-22,Parkside
3936,2015-09-04,Parkside
3937,2009-10-30,Outer Sunset
3938,2010-09-01,Outer Sunset
3939,2010-11-17,Lake Street
3940,2017-04-07,Lake Street
3941,2015-08-07,Parkside
3942,2017-02-27,Lake Street
3943,2015-01-05,Lake Street
3944,2009-10-30,Parkside
3945,2012-03-16,Parkside
3946,2010-03-26,Parkside
3947,2012-02-06,Outer Sunset
3948,2013-07-17,Outer Richmond
3949,2013-12-10,Outer Richmond
3950,2017-01-25,Lake Street
3951,2012-04-04,Outer Sunset
3952,2013-10-15,Outer Sunset
3953,2014-09-25,Outer Richmond
3954,2015-08-28,Parkside
3955,2017-01-31,Lake Street
3956,2015-07-31,Parkside
3957,2010-05-13,Outer Richmond
3958,2010-03-12,Parkside
3959,2011-10-26,Outer Sunset
3960,2012-10-17,Outer Sunset
3961,2013-06-14,Outer Sunset
3962,2012-02-24,Outer Richmond
3963,2012-06-29,Outer Richmond
3964,2011-03-29,Parkside
3965,2009-11-18,Parkside
3966,2009-12-15,Outer Sunset
3967,2015-12-01,Outer Richmond
3968,2013-02-20,Outer Richmond
3969,2009-12-08,Merced Manor
3970,2018-08-22,Outer Sunset
3971,2013-05-09,Outer Richmond
3972,2017-05-22,Parkside
3973,2014-07-29,Outer Richmond
3974,2016-04-08,Outer Richmond
3975,2016-03-23,Lake Street
3976,2013-11-04,Parkside
3977,2012-06-01,Outer Sunset
3978,2014-09-03,Outer Richmond
3979,2013-02-12,Outer Richmond
3980,2013-08-01,Outer Richmond
3981,2014-03-07,Outer Richmond
3982,2017-02-07,Outer Richmond
3983,2012-08-01,Parkside
3984,2014-03-06,Parkside
3985,2010-09-15,Parkside
3986,2018-01-10,Parkside
3987,2011-11-16,Parkside
3988,2018-10-25,Parkside
3989,2012-05-25,Outer Sunset
3990,2017-07-20,Outer Richmond
3991,2012-05-10,Parkside
3992,2014-07-18,Parkside
3993,2016-10-28,Parkside
3994,2016-11-08,Outer Sunset
3995,2009-06-10,Outer Sunset
3996,2009-05-21,Outer Richmond
3997,2018-08-31,Outer Sunset
3998,2018-07-10,Outer Sunset
3999,2018-05-02,Outer Richmond
4000,2013-07-15,Outer Sunset
4001,2015-04-02,Parkside
4002,2011-11-22,Outer Richmond
4003,2012-05-07,Outer Richmond
4004,2017-10-23,Outer Richmond
4005,2012-04-13,Parkside
4006,2011-04-11,Parkside
4007,2012-09-25,Parkside
4008,2014-09-19,Parkside
4009,2015-02-20,Outer Sunset
4010,2015-07-29,Parkside
4011,2017-11-01,Outer Sunset
4012,2011-06-22,Parkside
4013,2013-09-19,Parkside
4014,2016-07-22,Outer Sunset
4015,2016-10-21,Outer Sunset
4016,2015-06-11,Outer Sunset
4017,2013-08-22,Outer Sunset
4018,2016-04-21,Merced Manor
4019,2014-03-21,Parkside
4020,2017-07-05,Outer Sunset
4021,2018-04-02,Outer Sunset
4022,2018-04-25,Lake Street
4023,2015-11-17,Lake Street
4024,2009-08-11,Merced Manor
4025,2016-02-17,Lake Street
4026,2011-01-06,Merced Manor
4027,2016-02-10,Merced Manor
4028,2009-10-30,Parkside
4029,2015-12-23,Lake Street
4030,2011-05-18,Outer Sunset
4031,2017-05-19,Outer Sunset
4032,2018-05-08,Outer Sunset
4033,2014-12-12,Outer Sunset
4034,2015-09-21,Outer Sunset
4035,2016-10-14,Merced Manor
4036,2015-01-21,Parkside
4037,2018-06-04,Merced Manor
4038,2011-12-20,Outer Sunset
4039,2012-07-03,Parkside
4040,2014-04-04,Parkside
4041,2018-11-30,Lake Street
4042,2015-03-18,Outer Sunset
4043,2016-08-12,Outer Sunset
4044,2010-10-26,Lake Street
4045,2018-08-24,Merced Manor
4046,2011-08-05,Merced Manor
4047,2017-11-14,Lake Street
4048,2018-11-15,Lake Street
4049,2014-03-20,Merced Manor
4050,2013-04-09,Lake Street
4051,2013-01-03,Lake Street
4052,2010-04-21,Outer Sunset
4053,2017-08-07,Merced Manor
4054,2018-10-05,Merced Manor
4055,2012-11-01,Merced Manor
4056,2016-10-28,Outer Sunset
4057,2014-03-14,Outer Sunset
4058,2018-04-19,Outer Richmond
4059,2010-05-28,Parkside
4060,2011-11-21,Outer Sunset
4061,2014-02-14,Outer Sunset
4062,2012-06-22,Outer Sunset
4063,2013-10-22,Outer Richmond
4064,2014-07-24,Parkside
4065,2011-12-22,Outer Richmond
4066,2017-11-09,Outer Sunset
4067,2017-11-21,Outer Richmond
4068,2010-06-11,Parkside
4069,2010-05-11,Outer Sunset
4070,2010-05-27,Outer Sunset
4071,2017-10-26,Parkside
4072,2011-07-18,Parkside
4073,2018-08-08,Parkside
4074,2012-06-26,Parkside
4075,2013-07-23,Outer Sunset
4076,2016-08-10,Outer Sunset
4077,2010-02-13,Outer Sunset
4078,2010-05-05,Outer Sunset
4079,2011-08-03,Outer Sunset
4080,2018-03-09,Outer Sunset
4081,2018-12-07,Outer Sunset
4082,2009-12-16,Outer Richmond
4083,2013-07-10,Outer Sunset
4084,2011-02-24,Outer Richmond
4085,2013-10-11,Outer Sunset
4086,2015-07-27,Outer Sunset
4087,2018-07-30,Outer Sunset
4088,2014-01-21,Outer Richmond
4089,2015-08-07,Outer Richmond
4090,2018-12-07,Outer Richmond
4091,2013-04-23,Merced Manor
4092,2016-09-14,Parkside
4093,2014-05-12,Outer Sunset
4094,2010-07-22,Parkside
4095,2015-09-14,Outer Richmond
4096,2012-04-17,Outer Richmond
4097,2018-02-23,Outer Richmond
4098,2016-06-14,Outer Richmond
4099,2018-01-06,Outer Richmond
4100,2011-10-20,Outer Sunset
4101,2012-05-08,Outer Sunset
4102,2018-05-08,Outer Sunset
4103,2014-09-12,Outer Richmond
4104,2009-07-01,Outer Richmond
4105,2017-03-31,Parkside
4106,2010-03-12,Parkside
4107,2015-04-28,Outer Richmond
4108,2018-05-15,Outer Richmond
4109,2018-04-25,Outer Richmond
4110,2013-06-26,Outer Sunset
4111,2010-04-09,Outer Richmond
4112,2010-08-31,Outer Sunset
4113,2016-04-29,Outer Richmond
4114,2013-10-16,Outer Richmond
4115,2017-06-05,Outer Richmond
4116,2009-08-11,Outer Richmond
4117,2009-02-19,Parkside
4118,2016-12-02,Outer Sunset
4119,2016-11-28,Parkside
4120,2016-02-26,Outer Sunset
4121,2014-11-19,Outer Sunset
4122,2017-05-18,Outer Richmond
4123,2015-12-24,Parkside
4124,2012-02-13,Outer Sunset
4125,2017-09-27,Parkside
4126,2009-12-08,Parkside
4127,2015-02-03,Parkside
4128,2011-03-11,Outer Sunset
4129,2017-10-19,Outer Sunset
4130,2015-10-02,Outer Sunset
4131,2015-02-27,Outer Richmond
4132,2015-08-10,Lake Street
4133,2009-05-29,Outer Richmond
4134,2018-10-18,Lake Street
4135,2015-06-02,Outer Richmond
4136,2009-06-30,Outer Sunset
4137,2016-11-03,Outer Sunset
4138,2010-03-19,Merced Manor
4139,2009-03-19,Outer Richmond
4140,2016-07-08,Outer Richmond
4141,2012-07-19,Merced Manor
4142,2016-03-24,Merced Manor
4143,2015-10-01,Merced Manor
4144,2012-04-19,Outer Sunset
4145,2011-07-06,Merced Manor
4146,2013-05-31,Merced Manor
4147,2016-10-07,Merced Manor
4148,2016-03-17,Outer Sunset
4149,2017-05-23,Outer Sunset
4150,2011-05-10,Outer Sunset
4151,2014-11-18,Outer Richmond
4152,2014-03-21,Outer Sunset
4153,2014-01-31,Outer Richmond
4154,2017-10-13,Outer Richmond
4155,2009-05-07,Parkside
4156,2014-08-07,Parkside
4157,2010-07-16,Outer Sunset
4158,2013-05-10,Merced Manor
4159,2011-10-21,Outer Sunset
4160,2014-08-29,Parkside
4161,2017-08-28,Parkside
4162,2010-01-08,Merced Manor
4163,2018-03-06,Merced Manor
4164,2010-09-01,Parkside
4165,2018-03-02,Merced Manor
4166,2013-10-11,Outer Sunset
4167,2012-10-24,Outer Richmond
4168,2012-02-10,Outer Sunset
4169,2013-08-15,Outer Sunset
4170,2011-04-15,Parkside
4171,2010-07-20,Lake Street
4172,2018-04-09,Parkside
4173,2016-02-19,Parkside
4174,2010-08-09,Lake Street
4175,2010-02-12,Outer Sunset
4176,2009-04-10,Lake Street
4177,2013-07-11,Lake Street
4178,2009-04-21,Parkside
4179,2015-07-28,Outer Sunset
4180,2014-09-12,Parkside
4181,2014-06-04,Outer Sunset
4182,2013-04-11,Lake Street
4183,2014-09-10,Outer Sunset
4184,2015-12-15,Outer Sunset
4185,2017-04-19,Lake Street
4186,2010-04-14,Lake Street
4187,2014-02-27,Lake Street
4188,2014-08-18,Lake Street
4189,2012-06-11,Lake Street
4190,2014-07-03,Lake Street
4191,2011-11-08,Outer Sunset
4192,2014-10-30,Lake Street
4193,2009-10-28,Parkside
4194,2016-12-06,Parkside
4195,2014-03-27,Parkside
4196,2016-09-12,Outer Sunset
4197,2016-05-31,Parkside
4198,2011-01-18,Outer Sunset
4199,2018-11-20,Outer Sunset
4200,2016-12-30,Parkside
4201,2014-08-15,Outer Sunset
4202,2011-09-02,Parkside
4203,2016-11-08,Parkside
4204,2012-05-16,Parkside
4205,2011-03-18,Outer Richmond
4206,2009-06-16,Outer Sunset
4207,2014-10-29,Outer Sunset
4208,2018-06-22,Outer Sunset
4209,2017-04-11,Outer Richmond
4210,2011-09-16,Outer Richmond
4211,2012-07-25,Outer Richmond
4212,2014-10-17,Outer Richmond
4213,2016-12-08,Outer Sunset
4214,2011-12-16,Parkside
4215,2014-10-16,Outer Sunset
4216,2018-04-09,Outer Sunset
4217,2011-06-03,Outer Sunset
4218,2018-02-12,Outer Sunset
4219,2015-12-22,Outer Sunset
4220,2013-08-30,Outer Sunset
4221,2012-11-02,Outer Sunset
4222,2010-01-28,Outer Sunset
4223,2012-08-29,Outer Richmond
4224,2015-07-24,Outer Richmond
4225,2018-12-06,Outer Sunset
4226,2013-10-02,Outer Richmond
4227,2015-12-23,Outer Sunset
4228,2013-09-27,Outer Richmond
4229,2015-04-17,Outer Richmond
4230,2009-02-18,Outer Sunset
4231,2010-10-19,Outer Richmond
4232,2011-08-18,Outer Sunset
4233,2017-05-11,Outer Sunset
4234,2018-07-03,Outer Sunset
4235,2009-09-09,Outer Sunset
4236,2011-09-27,Outer Sunset
